description,injuryType,bodyPart,side
"toronto blue jays placed rf michael saunders on the 15-day disabled list retroactive to march 27, 2015. left knee meniscus tear.",tear,meniscus,left
toronto blue jays placed rf michael saunders on the 15-day disabled list. left knee inflammation,inflammation,knee,left
toronto blue jays placed rf nolan reimold on the 15-day disabled list. left calf strain,strain,calf,left
toronto blue jays placed rf rajai davis on the 15-day disabled list. right ankle injury,injury,ankle,right
toronto blue jays placed rf rajai davis on the 15-day disabled list. strained oblique.,strain,oblique,NA
toronto blue jays placed rf randal grichuk on the 10-day disabled list. right knee sprain.,sprain,knee,right
toronto blue jays placed rhp aaron sanchez on the 10-day disabled list. blister.,blister,NA,NA
toronto blue jays placed rhp aaron sanchez on the 10-day disabled list. right index finger contusion.,contusion,index,right
toronto blue jays placed rhp aaron sanchez on the 10-day disabled list. right middle finger blister.,blister,middle finger,right
"toronto blue jays placed rhp aaron sanchez on the 15-day disabled list retroactive to june 6, 2015. right lat strain",strain,lat,right
"toronto blue jays placed rhp bo schultz on the 10-day disabled list retroactive to march 30, 2017. torn right ulnar collateral ligament.",torn,lat,right
"toronto blue jays placed rhp bo schultz on the 10-day disabled list retroactive to march 30, 2017. torn right ulnar collateral ligament.",torn,ulna,right
"toronto blue jays placed rhp brandon morrow on the 15-day disabled list retroactive to march 22, 2011. right forearm inflammation.",inflammation,arm,right
"toronto blue jays placed rhp brandon morrow on the 15-day disabled list retroactive to march 22, 2011. right forearm inflammation.",inflammation,ear,right
"toronto blue jays placed rhp brandon morrow on the 15-day disabled list retroactive to march 22, 2011. right forearm inflammation.",inflammation,forearm,right
toronto blue jays placed rhp brandon morrow on the 15-day disabled list. left oblique strain.,strain,oblique,left
toronto blue jays placed rhp brandon morrow on the 15-day disabled list. right forearm strain.,strain,arm,right
toronto blue jays placed rhp brandon morrow on the 15-day disabled list. right forearm strain.,strain,ear,right
toronto blue jays placed rhp brandon morrow on the 15-day disabled list. right forearm strain.,strain,forearm,right
toronto blue jays placed rhp brandon morrow on the 60-day disabled list. torn tendon sheath in his right index finger,torn,index,right
"toronto blue jays placed rhp carlos villanueva on the 15-day disabled list retroactive to august 4, 2011. right forearm strain",strain,arm,right
"toronto blue jays placed rhp carlos villanueva on the 15-day disabled list retroactive to august 4, 2011. right forearm strain",strain,ear,right
"toronto blue jays placed rhp carlos villanueva on the 15-day disabled list retroactive to august 4, 2011. right forearm strain",strain,forearm,right
"toronto blue jays placed rhp casey janssen on the 15-day disabled list retroactive to june 15, 2011. sore right forearm.",sore,arm,right
"toronto blue jays placed rhp casey janssen on the 15-day disabled list retroactive to june 15, 2011. sore right forearm.",sore,ear,right
"toronto blue jays placed rhp casey janssen on the 15-day disabled list retroactive to june 15, 2011. sore right forearm.",sore,forearm,right
"toronto blue jays placed rhp casey janssen on the 15-day disabled list retroactive to march 29, 2014. left abdominal and lower back strain",strain, abdominal,left
"toronto blue jays placed rhp casey janssen on the 15-day disabled list retroactive to march 29, 2014. left abdominal and lower back strain",strain,lower back,left
toronto blue jays placed rhp cesar valdez on the 10-day disabled list. right shoulder impingement,impingement,shoulder,right
toronto blue jays placed rhp chad jenkins on the 15-day disabled list. fractured right hand.,fracture,hand,right
"toronto blue jays placed rhp clay buchholz on the 10-day injured list retroactive to march 25, 2019. right flexor strain.",injured,flexor,right
"toronto blue jays placed rhp clay buchholz on the 10-day injured list retroactive to march 25, 2019. right flexor strain.",strain,flexor,right
toronto blue jays placed rhp clay buchholz on the 10-day injured list. right shoulder inflammation.,inflammation,shoulder,right
toronto blue jays placed rhp clay buchholz on the 10-day injured list. right shoulder inflammation.,injured,shoulder,right
toronto blue jays placed rhp danny barnes on the 10-day disabled list. left knee tendinitis,tendinitis,knee,left
toronto blue jays placed rhp danny barnes on the 10-day disabled list. right shoulder impingement,impingement,shoulder,right
"toronto blue jays placed rhp david phelps on the 10-day injured list retroactive to march 25, 2019. recovery from tommy john surgery.",injured,tommy john,NA
"toronto blue jays placed rhp david phelps on the 10-day injured list retroactive to march 25, 2019. recovery from tommy john surgery.",recovery,tommy john,NA
"toronto blue jays placed rhp david phelps on the 10-day injured list retroactive to march 25, 2019. recovery from tommy john surgery.",surgery,tommy john,NA
toronto blue jays placed rhp drew hutchison on the 15-day disabled list. sprained right elbow.,sprain,elbow,right
"toronto blue jays placed rhp dustin mcgowan on the 15-day disabled list retroactive to july 30, 2013. right oblique strain.",strain,oblique,right
"toronto blue jays placed rhp dustin mcgowan on the 15-day disabled list retroactive to march 26, 2010. recovering from july 2008 right shoulder surgery.",surgery,shoulder,right
"toronto blue jays placed rhp dustin mcgowan on the 15-day disabled list retroactive to march 26, 2012. plantar fasciitis in his right foot.",plantar fasciitis,foot,right
"toronto blue jays placed rhp dustin mcgowan on the 15-day disabled list retroactive to march 26, 2012. plantar fasciitis in his right foot.",plantar fasciitis,plantar,right
"toronto blue jays placed rhp dustin mcgowan on the 15-day disabled list retroactive to march 27, 2013. sore right shoulder.",sore,shoulder,right
toronto blue jays placed rhp dustin mcgowan on the 60-day disabled list. recovering from june 2010 right shoulder surgery,surgery,shoulder,right
toronto blue jays placed rhp edwin jackson on the 10-day injured list. lower back strain.,injured,lower back,NA
toronto blue jays placed rhp edwin jackson on the 10-day injured list. lower back strain.,strain,lower back,NA
toronto blue jays placed rhp elvis luciano on the 10-day injured list. right elbow sprain.,injured,elbow,right
toronto blue jays placed rhp elvis luciano on the 10-day injured list. right elbow sprain.,sprain,elbow,right
"toronto blue jays placed rhp frank francisco on the 15-day disabled list retroactive to march 22, 2011. sore right pectoral.",sore,pectoral,right
toronto blue jays placed rhp gavin floyd on the 15-day disabled list. right shoulder tightness.,tight,shoulder,right
"toronto blue jays placed rhp glenn sparkman on the 10-day disabled list retroactive to march 30, 2017. fractured right thumb.",fracture,thumb,right
toronto blue jays placed rhp jacob waguespack on the 10-day injured list. right shoulder strain.,injured,shoulder,right
toronto blue jays placed rhp jacob waguespack on the 10-day injured list. right shoulder strain.,strain,shoulder,right
"toronto blue jays placed rhp jason frasor on the 15-day disabled list retroactive to july 17, 2012. right forearm tightness.",tight,arm,right
"toronto blue jays placed rhp jason frasor on the 15-day disabled list retroactive to july 17, 2012. right forearm tightness.",tight,ear,right
"toronto blue jays placed rhp jason frasor on the 15-day disabled list retroactive to july 17, 2012. right forearm tightness.",tight,forearm,right
"toronto blue jays placed rhp jesse litsch on the 15-day disabled list retroactive to march 26, 2012. right shoulder tendinitis.",tendinitis,shoulder,right
"toronto blue jays placed rhp jesse litsch on the 15-day disabled list retroactive to may 19, 2011. right shoulder impingement",impingement,shoulder,right
toronto blue jays placed rhp jesse litsch on the 15-day disabled list. right forearm strain,strain,arm,right
toronto blue jays placed rhp jesse litsch on the 15-day disabled list. right forearm strain,strain,ear,right
toronto blue jays placed rhp jesse litsch on the 15-day disabled list. right forearm strain,strain,forearm,right
toronto blue jays placed rhp joe biagini on the 10-day disabled list. left oblique strain,strain,oblique,left
toronto blue jays placed rhp joe smith on the 10-day disabled list. right shoulder inflammation,inflammation,shoulder,right
"toronto blue jays placed rhp jon rauch on the 15-day disabled list retroactive to september 5, 2011. right knee cartilage tear",tear,cartilage,right
"toronto blue jays placed rhp jon rauch on the 15-day disabled list retroactive to september 5, 2011. right knee cartilage tear",tear,ear,right
"toronto blue jays placed rhp jon rauch on the 15-day disabled list retroactive to september 5, 2011. right knee cartilage tear",tear,knee,right
toronto blue jays placed rhp jon rauch on the 15-day disabled list. appendicitis,appendicitis,NA,NA
"toronto blue jays placed rhp josh johnson on the 15-day disabled list retroactive to april 29, 2013. right triceps inflammation.",inflammation,tricep,right
"toronto blue jays placed rhp josh johnson on the 15-day disabled list retroactive to august 7, 2013. right forearm strain.",strain,arm,right
"toronto blue jays placed rhp josh johnson on the 15-day disabled list retroactive to august 7, 2013. right forearm strain.",strain,ear,right
"toronto blue jays placed rhp josh johnson on the 15-day disabled list retroactive to august 7, 2013. right forearm strain.",strain,forearm,right
toronto blue jays placed rhp ken giles on the 10-day injured list. right elbow inflammation.,inflammation,elbow,right
toronto blue jays placed rhp ken giles on the 10-day injured list. right elbow inflammation.,injured,elbow,right
"toronto blue jays placed rhp kyle drabek on the 15-day disabled list retroactive to june 14, 2012. sprained right elbow.",sprain,elbow,right
toronto blue jays placed rhp leonel campos on the 10-day disabled list. groin injury,injury,groin,NA
toronto blue jays placed rhp marco estrada on the 10-day disabled list. left gluteus strain.,strain,gluteus,left
"toronto blue jays placed rhp marco estrada on the 15-day disabled list retroactive to july 3, 2016. back injury.",injury,back,NA
"toronto blue jays placed rhp marco estrada on the 15-day disabled list retroactive to march 26, 2016. back soreness",sore,back,NA
"toronto blue jays placed rhp marcus stroman on the 10-day disabled list retroactive to may 9, 2018. right shoulder fatigue.",fatigue,shoulder,right
"toronto blue jays placed rhp marcus stroman on the 10-day disabled list retroactive to may 9, 2018. right shoulder fatigue.",fatigue,shoulder,right
"toronto blue jays placed rhp marcus stroman on the 10-day disabled list retroactive to may 9, 2018. right shoulder fatigue.",fatigue,shoulder,right
"toronto blue jays placed rhp marcus stroman on the 10-day disabled list retroactive to may 9, 2018. right shoulder fatigue.",fatigue,shoulder,right
"toronto blue jays placed rhp marcus stroman on the 10-day disabled list retroactive to may 9, 2018. right shoulder fatigue.",fatigue,shoulder,right
"toronto blue jays placed rhp marcus stroman on the 10-day disabled list retroactive to may 9, 2018. right shoulder fatigue.",fatigue,shoulder,right
"toronto blue jays placed rhp marcus stroman on the 10-day disabled list retroactive to may 9, 2018. right shoulder fatigue.",fatigue,shoulder,right
"toronto blue jays placed rhp marcus stroman on the 10-day disabled list retroactive to may 9, 2018. right shoulder fatigue.",fatigue,shoulder,right
toronto blue jays placed rhp marcus stroman on the 10-day disabled list. right middle finger blister.,blister,middle finger,right
toronto blue jays placed rhp marcus stroman on the 10-day disabled list. right middle finger blister.,blister,middle finger,right
toronto blue jays placed rhp marcus stroman on the 10-day disabled list. right middle finger blister.,blister,middle finger,right
toronto blue jays placed rhp marcus stroman on the 10-day disabled list. right middle finger blister.,blister,middle finger,right
toronto blue jays placed rhp marcus stroman on the 10-day disabled list. right middle finger blister.,blister,middle finger,right
toronto blue jays placed rhp marcus stroman on the 10-day disabled list. right middle finger blister.,blister,middle finger,right
toronto blue jays placed rhp marcus stroman on the 10-day disabled list. right middle finger blister.,blister,middle finger,right
toronto blue jays placed rhp marcus stroman on the 10-day disabled list. right middle finger blister.,blister,middle finger,right
toronto blue jays placed rhp marcus stroman on the 60-day disabled list. right knee surgery.,surgery,knee,right
toronto blue jays placed rhp marcus stroman on the 60-day disabled list. right knee surgery.,surgery,knee,right
toronto blue jays placed rhp marcus stroman on the 60-day disabled list. right knee surgery.,surgery,knee,right
toronto blue jays placed rhp marcus stroman on the 60-day disabled list. right knee surgery.,surgery,knee,right
toronto blue jays placed rhp marcus stroman on the 60-day disabled list. right knee surgery.,surgery,knee,right
toronto blue jays placed rhp marcus stroman on the 60-day disabled list. right knee surgery.,surgery,knee,right
toronto blue jays placed rhp marcus stroman on the 60-day disabled list. right knee surgery.,surgery,knee,right
toronto blue jays placed rhp marcus stroman on the 60-day disabled list. right knee surgery.,surgery,knee,right
toronto blue jays placed rhp matt andriese on the 10-day disabled list. hip stress reaction,stress,hip,NA
toronto blue jays placed rhp matt andriese on the 10-day disabled list. hip stress reaction,stress reaction,hip,NA
toronto blue jays placed rhp matt shoemaker on the 10-day injured list. torn acl in left knee.,injured,acl,left
toronto blue jays placed rhp matt shoemaker on the 10-day injured list. torn acl in left knee.,injured,knee,left
toronto blue jays placed rhp matt shoemaker on the 10-day injured list. torn acl in left knee.,torn,acl,left
toronto blue jays placed rhp matt shoemaker on the 10-day injured list. torn acl in left knee.,torn,knee,left
toronto blue jays placed rhp mike bolsinger on the 10-day disabled list. right knee inflammation.,inflammation,knee,right
toronto blue jays placed rhp nick kingham on the 10-day injured list. left oblique strain.,injured,oblique,left
toronto blue jays placed rhp nick kingham on the 10-day injured list. left oblique strain.,strain,oblique,left
"toronto blue jays placed rhp octavio dotel on the 15-day disabled list retroactive to march 22, 2011. sore left hamstring.",sore,hamstring,left
"toronto blue jays placed rhp ramon ortiz on the 15-day disabled list retroactive to june 3, 2013. strained right elbow.",strain,elbow,right
toronto blue jays placed rhp rhiner cruz on the 10-day disabled list. right groin strain.,strain,groin,right
"toronto blue jays placed rhp roberto osuna on the 10-day disabled list retroactive to april 1, 2017. cervical spasm.",spasm,cervical,NA
"toronto blue jays placed rhp roberto osuna on the 10-day disabled list retroactive to april 1, 2017. cervical spasm.",spasm,cervical,NA
"toronto blue jays placed rhp roberto osuna on the 10-day disabled list retroactive to april 1, 2017. cervical spasm.",spasm,cervical,NA
"toronto blue jays placed rhp roberto osuna on the 10-day disabled list retroactive to april 1, 2017. cervical spasm.",spasm,cervical,NA
"toronto blue jays placed rhp roy halladay on the 15-day disabled list retroactive to june 13, 2009. mild groin strain.",strain,groin,NA
"toronto blue jays placed rhp ryan tepera on the 10-day disabled list retroactive to june 28, 2018. right elbow inflammation",inflammation,elbow,right
"toronto blue jays placed rhp ryan tepera on the 10-day disabled list retroactive to june 28, 2018. right elbow inflammation",inflammation,elbow,right
"toronto blue jays placed rhp ryan tepera on the 10-day disabled list retroactive to june 28, 2018. right elbow inflammation",inflammation,elbow,right
"toronto blue jays placed rhp ryan tepera on the 10-day disabled list retroactive to june 28, 2018. right elbow inflammation",inflammation,elbow,right
"toronto blue jays placed rhp ryan tepera on the 10-day disabled list retroactive to june 28, 2018. right elbow inflammation",inflammation,elbow,right
"toronto blue jays placed rhp ryan tepera on the 10-day disabled list retroactive to june 28, 2018. right elbow inflammation",inflammation,elbow,right
"toronto blue jays placed rhp ryan tepera on the 10-day disabled list retroactive to june 28, 2018. right elbow inflammation",inflammation,elbow,right
"toronto blue jays placed rhp ryan tepera on the 10-day disabled list retroactive to june 28, 2018. right elbow inflammation",inflammation,elbow,right
"toronto blue jays placed rhp ryan tepera on the 10-day injured list retroactive to march 25, 2019. right elbow soreness.",injured,elbow,right
"toronto blue jays placed rhp ryan tepera on the 10-day injured list retroactive to march 25, 2019. right elbow soreness.",sore,elbow,right
toronto blue jays placed rhp ryan tepera on the 10-day injured list. right elbow impingement,impingement,elbow,right
toronto blue jays placed rhp ryan tepera on the 10-day injured list. right elbow impingement,injured,elbow,right
"toronto blue jays placed rhp scott richmond on the 15-day disabled list retroactive to july 1, 2009. right biceps tendinitis.",tendinitis,bicep,right
"toronto blue jays placed rhp sergio santos on the 15-day disabled list retroactive to april 14, 2013. soreness in his right triceps.",sore,tricep,right
"toronto blue jays placed rhp sergio santos on the 15-day disabled list retroactive to may 11, 2014. forearm tenderness.",tenderness,arm,NA
"toronto blue jays placed rhp sergio santos on the 15-day disabled list retroactive to may 11, 2014. forearm tenderness.",tenderness,ear,NA
"toronto blue jays placed rhp sergio santos on the 15-day disabled list retroactive to may 11, 2014. forearm tenderness.",tenderness,forearm,NA
toronto blue jays placed rhp sergio santos on the 15-day disabled list. right shoulder inflammation.,inflammation,shoulder,right
toronto blue jays placed rhp shaun marcum on the 15-day disabled list. right elbow inflammation,inflammation,elbow,right
"toronto blue jays placed rhp steve delabar on the 15-day disabled list retroactive to august 3, 2013. right shoulder inflammation.",inflammation,shoulder,right
toronto blue jays placed rhp taylor cole on the 10-day disabled list. right fifth toe fracture.,fracture,fifth toe,right
"toronto blue jays placed rhp trent thornton on the 10-day injured list retroactive to july 21, 2019. right elbow inflammation.",inflammation,elbow,right
"toronto blue jays placed rhp trent thornton on the 10-day injured list retroactive to july 21, 2019. right elbow inflammation.",injured,elbow,right
toronto blue jays placed ss aledmys diaz on the 10-day disabled list. left ankle sprain,sprain,ankle,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,crack,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. cracked left rib,cracked,rib,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,hamstring,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,hamstring,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,hamstring,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,hamstring,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,hamstring,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,hamstring,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,hamstring,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. left hamstring tightness,tight,hamstring,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,ankle,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,ankle,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,ankle,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,ankle,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,ankle,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,ankle,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,ankle,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,ankle,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,eye,left
toronto blue jays placed ss jose reyes on the 15-day disabled list. sprained left ankle.,sprain,eye,left
toronto blue jays placed ss troy tulowitzki on the 10-day disabled list. sprained right ankle,sprain,ankle,right
toronto blue jays placed ss troy tulowitzki on the 10-day disabled list. strained right hamstring.,strain,hamstring,right
toronto blue jays placed ss troy tulowitzki on the 15-day disabled list. right quad strain,strain,quad,right
toronto blue jays placed ss troy tulowitzki on the 60-day disabled list. bilateral heel bone spurs.,bone spur,heel,NA
toronto blue jays placed ss troy tulowitzki on the 60-day disabled list. bilateral heel bone spurs.,bone spur,lat,NA
"toronto blue jays placed ss yunel escobar on the 15-day disabled list retroactive to september 11, 2011. sore left elbow.",sore,elbow,left
"washington nationals placed 1b adam laroche on the 15-day disabled list retroactive to may 10, 2014. strained right quad.",strain,quad,right
"washington nationals placed 1b adam laroche on the 15-day disabled list retroactive to may 10, 2014. strained right quad.",strain,shin,right
"washington nationals placed 1b adam laroche on the 15-day disabled list retroactive to may 22, 2011. torn labrum in left shoulder",torn,labrum,left
"washington nationals placed 1b adam laroche on the 15-day disabled list retroactive to may 22, 2011. torn labrum in left shoulder",torn,shin,left
"washington nationals placed 1b adam laroche on the 15-day disabled list retroactive to may 22, 2011. torn labrum in left shoulder",torn,shoulder,left
washington nationals placed 1b jose marmolejos on the 60-day disabled list. strained left forearm.,strain,arm,left
washington nationals placed 1b jose marmolejos on the 60-day disabled list. strained left forearm.,strain,ear,left
washington nationals placed 1b jose marmolejos on the 60-day disabled list. strained left forearm.,strain,forearm,left
washington nationals placed 1b jose marmolejos on the 60-day disabled list. strained left forearm.,strain,shin,left
"washington nationals placed 1b matt adams on the 10-day disabled list retroactive to june 16, 2018. fractured left index finger.",fracture,index,left
"washington nationals placed 1b matt adams on the 10-day disabled list retroactive to june 16, 2018. fractured left index finger.",fracture,shin,left
washington nationals placed 1b matt adams on the 10-day injured list. left shoulder strain.,injured,shin,left
washington nationals placed 1b matt adams on the 10-day injured list. left shoulder strain.,injured,shoulder,left
washington nationals placed 1b matt adams on the 10-day injured list. left shoulder strain.,strain,shin,left
washington nationals placed 1b matt adams on the 10-day injured list. left shoulder strain.,strain,shoulder,left
washington nationals placed 1b michael morse on the 15-day disabled list. left calf strain,strain,calf,left
washington nationals placed 1b michael morse on the 15-day disabled list. left calf strain,strain,shin,left
"washington nationals placed 1b ryan zimmerman on the 10-day disabled list retroactive to may 10, 2018. right oblique strain.",strain,oblique,right
"washington nationals placed 1b ryan zimmerman on the 10-day disabled list retroactive to may 10, 2018. right oblique strain.",strain,shin,right
"washington nationals placed 1b ryan zimmerman on the 10-day injured list retroactive to april 26, 2019. plantar fascitis.",injured,plantar,NA
"washington nationals placed 1b ryan zimmerman on the 10-day injured list retroactive to april 26, 2019. plantar fascitis.",injured,shin,NA
"washington nationals placed 1b ryan zimmerman on the 10-day injured list retroactive to july 22, 2019. plantar fasciitis in right foot",injured,foot,right
"washington nationals placed 1b ryan zimmerman on the 10-day injured list retroactive to july 22, 2019. plantar fasciitis in right foot",injured,plantar,right
"washington nationals placed 1b ryan zimmerman on the 10-day injured list retroactive to july 22, 2019. plantar fasciitis in right foot",injured,shin,right
"washington nationals placed 1b ryan zimmerman on the 10-day injured list retroactive to july 22, 2019. plantar fasciitis in right foot",plantar fasciitis,foot,right
"washington nationals placed 1b ryan zimmerman on the 10-day injured list retroactive to july 22, 2019. plantar fasciitis in right foot",plantar fasciitis,plantar,right
"washington nationals placed 1b ryan zimmerman on the 10-day injured list retroactive to july 22, 2019. plantar fasciitis in right foot",plantar fasciitis,shin,right
"washington nationals placed 1b ryan zimmerman on the 15-day disabled list retroactive to august 1, 2016. left wrist contusion.",contusion,shin,left
"washington nationals placed 1b ryan zimmerman on the 15-day disabled list retroactive to august 1, 2016. left wrist contusion.",contusion,wrist,left
"washington nationals placed 1b ryan zimmerman on the 15-day disabled list retroactive to july 7, 2016. left rib cage strain.",strain,rib,left
"washington nationals placed 1b ryan zimmerman on the 15-day disabled list retroactive to july 7, 2016. left rib cage strain.",strain,shin,left
"washington nationals placed 1b ryan zimmerman on the 15-day disabled list retroactive to june 10, 2015. left foot plantar fasciitis",plantar fasciitis,foot,left
"washington nationals placed 1b ryan zimmerman on the 15-day disabled list retroactive to june 10, 2015. left foot plantar fasciitis",plantar fasciitis,plantar,left
"washington nationals placed 1b ryan zimmerman on the 15-day disabled list retroactive to june 10, 2015. left foot plantar fasciitis",plantar fasciitis,shin,left
"washington nationals placed 1b tyler moore on the 15-day disabled list retroactive to august 19, 2015. left ankle sprain",sprain,ankle,left
"washington nationals placed 1b tyler moore on the 15-day disabled list retroactive to august 19, 2015. left ankle sprain",sprain,shin,left
"washington nationals placed 2b anthony rendon on the 15-day disabled list retroactive to june 25, 2015. left quadriceps strain",strain,quad,left
"washington nationals placed 2b anthony rendon on the 15-day disabled list retroactive to june 25, 2015. left quadriceps strain",strain,quadricep,left
"washington nationals placed 2b anthony rendon on the 15-day disabled list retroactive to june 25, 2015. left quadriceps strain",strain,shin,left
washington nationals placed 2b dan uggla on the 15-day disabled list. back spasms.,spasm,shin,NA
"washington nationals placed 2b daniel murphy on the 10-day disabled list retroactive to march 26, 2018. recovery from right knee surgery.",recovery,knee,right
"washington nationals placed 2b daniel murphy on the 10-day disabled list retroactive to march 26, 2018. recovery from right knee surgery.",recovery,shin,right
"washington nationals placed 2b daniel murphy on the 10-day disabled list retroactive to march 26, 2018. recovery from right knee surgery.",surgery,knee,right
"washington nationals placed 2b daniel murphy on the 10-day disabled list retroactive to march 26, 2018. recovery from right knee surgery.",surgery,shin,right
"washington nationals placed 2b howie kendrick on the 10-day disabled list retroactive to may 19, 2018. right achilles injury",injury,achilles,right
"washington nationals placed 2b howie kendrick on the 10-day disabled list retroactive to may 19, 2018. right achilles injury",injury,shin,right
"washington nationals placed 2b howie kendrick on the 10-day injured list retroactive to march 25, 2019. left hamstring strain.",injured,hamstring,left
"washington nationals placed 2b howie kendrick on the 10-day injured list retroactive to march 25, 2019. left hamstring strain.",injured,shin,left
"washington nationals placed 2b howie kendrick on the 10-day injured list retroactive to march 25, 2019. left hamstring strain.",strain,hamstring,left
"washington nationals placed 2b howie kendrick on the 10-day injured list retroactive to march 25, 2019. left hamstring strain.",strain,shin,left
"washington nationals placed 2b stephen drew on the 15-day disabled list retroactive to july 24, 2016. vertigo-like symptoms.",vertigo,shin,NA
"washington nationals placed 3b anthony rendon on the 10-day disabled list retroactive to april 19, 2018. toe contusion.",contusion,shin,NA
